Function Name Readability,Variable Name Readability,Tabulators,Tab Indents,Space Indents,Prefer Tabs Over Spaces,Unique Words,AbiTagAttr,AccessSpecDecl,ArraySubscriptExpr,BinaryOperator,CStyleCastExpr,CXXBoolLiteralExpr,CXXConstructExpr,CXXConstructorDecl,CXXConversionDecl,CXXCtorInitializer,CXXDependentScopeMemberExpr,CXXDestructorDecl,CXXFunctionalCastExpr,CXXMemberCallExpr,CXXMethodDecl,CXXOperatorCallExpr,CXXRecordDecl,CXXStaticCastExpr,CXXTemporaryObjectExpr,CXXThisExpr,CXXUnresolvedConstructExpr,CallExpr,ClassTemplateSpecialization,CompoundAssignOperator,CompoundStmt,ConditionalOperator,ConstantExpr,CopyAssignment,CopyConstructor,DeclRefExpr,DeclStmt,DefaultConstructor,DefinitionData,DependentNameType,Destructor,EnumConstantDecl,ExprWithCleanups,FieldDecl,ForStmt,FormatAttr,FriendDecl,FunctionDecl,FunctionTemplateDecl,ImplicitCastExpr,IntegerLiteral,MaterializeTemporaryExpr,MemberExpr,MoveAssignment,MoveConstructor,NoThrowAttr,NullStmt,public,ParenExpr,ParenListExpr,ParmVarDecl,PureAttr,ReturnStmt,StringLiteral,TemplateArgument,TemplateSpecializationType,TemplateTypeParmDecl,TypedefDecl,UnaryOperator,UnresolvedLookupExpr,UsingDecl,UsingShadowDecl,WhileStmt,author,function
0,0.5,0,0,18,0,18,0,0,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,38,6,0,0,0,0,0,1,0,3,0,0,1,0,41,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,Amir.bh,bfs
1,1,0,0,0,0,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,Amir.bh,descending
0,0.5,0,0,24,0,29,0,0,10,11,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,26,3,0,0,0,0,0,0,0,1,0,0,1,0,32,3,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,Amir.bh,dfs
1,0,0,0,4,0,7,0,16,1,13,0,3,0,28,0,4,8,3,0,0,45,1,15,1,0,14,2,10,6,0,30,0,2,10,10,21,0,10,10,2,13,3,1,17,0,0,0,18,15,31,24,1,23,10,10,0,0,8,0,4,84,0,23,0,7,1,32,0,2,1,2,2,0,Amir.bh,init
1,0.9,42,22,22,0,37,0,1,6,9,0,0,8,2,0,2,0,1,0,7,2,13,2,0,0,0,0,25,0,0,9,0,1,1,1,83,14,1,1,0,2,1,3,0,7,0,0,7,1,81,10,3,7,1,1,3,0,2,22,0,16,0,2,5,1,0,3,0,8,0,3,6,0,Amir.bh,main
1,1,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,Amir.bh,ascending
1,1,0,0,0,0,29,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,Amir.bh,descending
1,0.92,45,23,23,0,29,0,1,0,14,0,0,4,2,0,2,0,1,0,2,2,11,2,0,0,0,0,16,0,1,8,0,1,1,1,54,10,1,1,0,2,1,1,0,1,0,0,7,1,57,8,1,2,1,1,3,0,2,7,0,16,0,2,4,1,0,3,0,2,0,3,6,1,Amir.bh,main
1,1,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,Amir.bh,ascending
1,1,0,0,0,0,28,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,Amir.bh,descending
1,0.9,54,26,26,0,30,0,1,0,11,0,0,6,2,0,2,0,1,0,8,2,13,2,0,0,0,0,23,0,0,9,0,1,1,1,69,13,1,1,0,2,1,1,0,5,0,0,7,1,65,9,2,8,1,1,3,0,2,16,0,16,0,2,6,1,0,3,0,7,0,3,6,0,Amir.bh,main
1,1,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,Amir.bh,ascending
1,1,3,3,3,0,13,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,14,3,0,0,0,0,0,0,0,2,0,0,1,0,11,4,0,0,0,0,0,0,0,9,0,0,0,1,0,0,0,0,0,3,0,0,0,0,Amir.bh,calculate
1,1,0,0,3,0,8,0,13,0,21,0,2,0,7,0,0,0,3,0,3,27,0,14,2,0,9,0,10,0,0,13,0,0,8,8,29,3,8,8,0,11,0,1,17,0,0,0,7,7,36,16,2,9,8,8,0,0,12,10,0,30,0,5,0,4,3,22,0,6,0,0,0,1,Amir.bh,count
1,1,0,0,0,0,32,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,Amir.bh,descending
0,1,11,11,11,0,14,0,0,6,30,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,42,1,0,0,0,0,0,0,0,0,0,0,1,0,45,10,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,Amir.bh,dfs
1,0.9,32,16,16,0,28,0,1,4,15,0,0,4,2,0,2,0,1,0,1,2,9,2,0,0,0,0,15,0,0,8,0,1,1,1,61,10,1,1,0,2,1,0,0,4,0,0,7,1,59,8,0,1,1,1,3,0,2,14,0,16,0,2,4,1,0,3,0,4,0,3,6,0,Amir.bh,main
1,1,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,Amir.bh,ascending
1,1,0,0,0,0,29,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,Amir.bh,descending
1,0.91,63,26,26,0,35,0,1,6,14,0,3,6,2,0,2,0,1,0,2,2,13,2,0,0,0,0,19,0,0,10,0,1,1,1,77,14,1,1,0,2,1,1,0,5,0,0,7,1,85,9,1,2,1,1,3,0,2,19,0,16,0,2,5,1,0,3,0,6,0,3,6,0,Amir.bh,main
1,1,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,Amir.bh,ascending
1,1,0,0,0,0,27,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,Amir.bh,descending
0,1,1,1,1,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,Amir.bh,gcd
1,0.9,40,21,21,0,30,0,1,0,8,0,0,5,2,0,2,0,1,0,7,2,9,2,0,0,0,0,21,0,4,8,0,1,1,1,53,10,1,1,0,2,1,2,0,1,0,0,7,1,57,10,2,7,1,1,3,0,2,4,0,16,0,2,5,1,0,3,0,2,0,3,6,2,Amir.bh,main
1,1,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,Amir.bh,ascending
0,1,81,36,36,0,25,0,0,38,55,0,10,2,0,0,0,0,0,0,8,0,5,0,0,6,0,0,14,0,0,8,0,0,0,0,100,3,0,0,0,0,0,6,0,1,0,0,1,0,127,38,13,56,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,7,0,0,0,1,Amir.bh,bfs
1,1,48,16,16,0,17,0,0,6,4,0,0,1,0,0,0,0,0,0,0,0,2,0,0,2,0,0,3,0,0,4,0,1,0,0,21,3,0,0,0,0,1,2,0,1,0,0,2,0,23,7,5,4,0,0,0,0,0,3,0,3,0,1,0,0,0,0,0,4,0,0,0,2,Amir.bh,cut
1,1,0,0,0,0,33,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,Amir.bh,descending
1,0.62,25,14,14,0,24,0,1,4,11,0,0,4,2,0,2,0,1,0,1,2,13,2,0,0,0,0,18,0,0,8,0,1,1,1,66,11,1,1,0,2,1,0,0,6,0,0,7,1,58,8,0,1,1,1,3,0,2,24,0,16,0,2,4,1,0,3,0,6,0,3,6,0,Amir.bh,main
1,1,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,Amir.bh,ascending
1,1,0,0,0,0,31,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,Amir.bh,descending
1,0.93,110,39,39,0,41,0,1,12,17,0,3,5,2,0,2,0,1,0,10,2,14,2,0,0,0,0,28,0,2,13,0,1,1,1,100,19,1,1,0,2,1,2,0,9,0,0,7,1,106,16,3,12,1,1,3,0,2,31,0,16,0,2,5,1,0,3,0,12,0,3,6,0,Amir.bh,main
1,1,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,Amir.bh,ascending
1,1,11,9,9,0,14,0,12,4,174,0,46,19,16,0,8,36,0,3,0,138,81,21,42,1,82,5,208,6,8,269,2,4,11,11,757,55,11,11,44,11,0,3,8,14,0,3,63,47,365,61,3,96,11,11,0,40,15,30,5,351,0,63,2,68,22,126,0,203,120,0,0,13,Amir.bh,check
1,1,0,0,0,0,34,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,Amir.bh,descending
1,0.89,53,21,21,0,33,0,1,6,14,0,0,4,2,0,2,0,1,0,2,2,11,2,0,0,0,0,21,0,0,10,0,1,1,1,78,10,1,1,0,2,1,0,0,4,0,0,7,1,77,8,0,2,1,1,3,0,2,14,0,16,0,2,4,1,0,3,0,5,0,3,6,0,Amir.bh,main
1,1,1,1,1,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,3,4,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,Amir.bh,sgn
1,0.89,73,30,30,0,24,0,1,6,15,0,0,2,2,0,2,0,1,0,1,2,11,2,0,0,0,0,16,0,0,9,0,1,1,1,76,11,1,1,0,2,1,0,0,5,0,0,7,1,64,14,0,1,1,1,3,0,2,0,0,16,0,3,3,1,0,3,0,11,0,3,6,1,amirmahdi,main
1,1,10,10,10,0,12,0,4,4,12,0,5,0,0,0,0,0,0,0,0,6,4,5,7,0,4,0,7,0,0,12,0,0,3,3,26,1,3,3,0,3,0,0,2,2,0,0,7,0,15,11,0,4,3,3,2,0,3,3,0,19,0,10,1,3,0,4,0,4,5,1,3,0,amirmahdi,bit
0,1,14,9,9,0,19,0,0,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,38,2,0,0,0,0,0,0,0,1,0,0,1,0,44,7,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,5,0,0,0,0,amirmahdi,dfs
1,1,49,17,17,0,23,0,0,6,15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,48,3,0,0,0,0,0,0,0,3,0,0,1,0,48,6,0,0,0,0,0,0,0,3,0,4,0,3,0,0,0,0,0,4,0,0,0,0,amirmahdi,isok
0,1,20,10,10,0,20,0,0,4,13,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,25,3,0,0,0,0,0,0,0,1,0,0,1,0,28,6,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,2,0,0,0,0,amirmahdi,iszero
1,1,79,28,28,0,27,0,1,12,10,0,0,2,2,0,2,0,1,0,1,2,14,2,0,0,0,0,20,0,0,9,0,1,1,1,81,9,1,1,0,2,1,0,0,5,0,0,7,1,81,12,0,1,1,1,3,0,2,1,0,16,0,3,6,1,0,3,0,7,0,3,6,0,amirmahdi,main
1,1,17,8,8,0,14,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,26,4,0,0,0,0,0,0,0,2,0,0,1,0,28,5,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,4,0,0,0,0,amirmahdi,solve
1,1,46,21,21,0,26,0,1,0,10,0,1,2,2,0,2,0,1,0,1,2,11,2,0,0,0,0,15,0,2,8,0,1,1,1,50,6,1,1,0,2,1,1,0,1,0,0,7,1,43,8,1,1,1,1,3,0,2,0,0,16,0,3,2,1,0,3,0,1,0,3,6,1,amirmahdi,main
1,0.75,66,28,28,0,27,0,1,11,13,0,0,2,2,0,2,0,1,0,1,2,14,2,0,0,0,0,18,0,0,8,0,1,1,1,82,11,1,1,0,2,1,0,0,8,0,0,7,1,68,23,0,1,1,1,3,0,2,1,0,16,0,3,4,1,0,3,0,13,0,3,6,0,amirmahdi,main
1,1,1,1,1,0,5,0,4,4,8,0,5,0,0,0,0,0,0,0,0,6,4,5,7,0,4,0,7,0,0,11,0,0,3,3,22,1,3,3,0,3,0,0,2,2,0,0,6,0,9,10,0,4,3,3,2,0,3,1,0,15,0,9,1,3,0,4,0,4,5,1,3,0,amirmahdi,bit
0,1,16,10,10,0,18,0,0,12,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,30,2,0,0,0,0,0,0,0,1,0,0,1,0,40,9,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,2,0,0,0,0,amirmahdi,dfs
1,1,98,32,32,0,29,0,1,4,20,0,0,2,2,0,2,0,1,0,1,2,9,2,0,0,0,0,18,0,0,11,0,1,1,1,82,10,1,1,0,2,1,0,0,6,0,0,7,1,69,19,0,1,1,1,3,0,2,2,0,16,0,3,2,1,0,3,0,7,0,3,6,0,amirmahdi,main
1,1,47,21,21,0,25,0,1,4,7,0,0,5,2,0,2,0,1,0,1,2,11,2,0,0,0,0,17,0,0,9,0,1,1,1,60,7,1,1,0,2,1,2,0,4,0,0,7,1,51,9,1,1,1,1,3,0,2,0,0,16,0,3,3,1,0,3,0,6,0,3,6,0,amirmahdi,main
1,1,11,7,7,0,15,0,1,3,8,0,4,3,2,0,2,0,1,0,2,2,4,2,0,0,0,0,12,0,0,8,0,2,1,1,38,2,1,1,0,2,2,1,0,2,0,0,10,0,52,7,0,3,1,1,0,0,8,4,0,11,0,6,0,0,0,0,1,3,0,0,0,0,amirmahdi,valid
1,1,6,3,3,0,9,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6,1,0,0,0,0,0,1,0,1,0,0,1,0,6,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,amirmahdi,validate
1,1,49,22,22,0,24,0,1,0,8,0,0,2,2,0,2,0,1,0,1,2,11,2,0,0,0,0,14,0,2,9,0,1,1,1,46,7,1,1,0,2,1,0,0,1,0,0,7,1,38,8,0,1,1,1,3,0,2,2,0,16,0,3,3,1,0,3,0,2,0,3,6,1,amirmahdi,main
1,0,30,15,15,0,20,0,0,3,9,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,27,2,0,0,0,0,0,1,0,2,0,0,4,0,22,5,0,2,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,3,0,2,2,0,amirmahdi,bt
0,1,7,5,5,0,15,0,0,1,1,0,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,4,0,0,1,0,0,0,0,11,2,0,0,0,0,0,0,0,1,0,0,1,0,12,2,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,amirmahdi,buildTrie
1,1,18,11,11,0,17,0,1,1,5,0,0,2,2,0,2,0,1,0,1,2,11,2,0,0,0,0,15,0,0,7,0,1,1,1,41,3,1,1,0,2,1,0,0,2,0,0,7,1,32,8,0,1,1,1,3,0,2,0,0,16,0,3,3,1,0,3,0,2,0,3,6,0,amirmahdi,main
1,1,1,1,1,0,6,0,4,4,8,0,5,0,0,0,0,0,0,0,0,6,4,5,7,0,4,0,7,0,0,11,0,0,3,3,22,1,3,3,0,3,0,0,2,2,0,0,6,0,10,10,0,4,3,3,2,0,3,1,0,15,0,9,1,3,0,4,0,4,5,1,3,0,amirmahdi,bit
1,0.82,143,49,49,0,36,0,1,5,13,0,0,8,2,0,2,0,1,0,9,2,8,2,0,0,0,0,25,0,2,10,0,1,1,1,82,11,1,1,0,2,1,2,0,5,0,0,7,1,67,13,4,9,1,1,3,0,2,1,0,16,0,3,2,1,0,3,0,7,0,3,6,0,amirmahdi,main
0,0.75,56,25,25,0,19,0,0,10,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,6,0,0,0,0,53,5,0,0,0,0,0,0,0,1,0,0,1,0,52,6,0,0,0,0,0,0,0,1,0,2,0,2,0,0,0,0,0,7,0,0,0,1,amirmahdi,mergesort
1,0.67,17,10,10,0,15,0,1,2,15,0,0,2,2,0,2,0,1,0,1,2,11,2,0,0,0,0,18,0,0,7,0,1,1,1,63,3,1,1,0,2,1,0,0,3,0,0,7,1,55,7,0,1,1,1,3,0,2,5,0,16,0,2,2,1,0,3,0,3,0,3,6,0,amoebius,main
0,1,3,3,3,0,12,0,0,2,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,13,2,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,amoebius,ismine
1,0.75,44,18,18,0,19,0,1,3,13,0,0,2,2,0,2,0,1,0,1,2,15,2,0,0,0,0,19,0,0,11,0,1,1,1,68,5,1,1,0,2,1,0,0,5,0,0,7,1,54,12,0,1,1,1,3,0,2,5,0,16,0,2,3,1,0,3,0,5,0,3,6,0,amoebius,main
1,1,51,30,30,0,26,0,0,4,17,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,36,5,0,0,0,0,0,4,0,4,0,0,1,0,40,12,8,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,4,0,0,0,0,amoebius,mark
1,0.88,15,11,11,0,13,0,0,14,36,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,0,0,0,0,82,9,0,0,0,0,0,4,0,6,0,0,7,0,94,19,8,0,0,0,2,0,0,10,0,10,0,8,0,0,0,0,0,8,0,0,0,0,amoebius,test
1,0.5,59,21,21,0,22,0,1,0,10,0,1,2,2,0,2,0,1,0,1,2,12,2,0,0,0,0,16,0,3,11,0,1,1,1,55,3,1,1,0,2,1,1,0,1,0,0,7,1,44,4,1,1,1,1,3,0,2,3,0,16,0,2,2,1,0,3,0,1,0,3,6,1,amoebius,main
1,0.8,19,11,11,0,22,0,1,2,8,0,0,2,2,0,2,0,1,0,1,2,8,2,0,0,0,0,13,0,0,7,0,1,1,1,45,3,1,1,0,2,1,0,0,2,0,0,7,1,40,7,0,1,1,1,3,0,2,2,0,16,0,2,4,1,0,3,0,3,0,3,6,0,amoebius,main
1,0.75,36,17,17,0,26,0,1,7,13,0,0,2,2,0,2,0,1,0,4,2,9,2,0,0,0,0,17,0,0,9,0,1,1,1,72,8,1,1,0,2,1,1,0,6,0,0,7,1,62,12,1,4,1,1,3,0,2,7,0,16,0,2,2,1,0,3,0,7,0,3,6,0,amoebius,main
0,0.56,49,21,21,0,30,0,0,26,17,0,0,5,0,0,0,0,0,0,11,0,14,0,0,1,0,0,30,0,4,5,0,0,0,0,122,10,0,0,0,0,0,3,0,7,0,0,1,0,149,13,6,13,0,0,0,0,0,8,0,2,0,1,0,0,0,0,0,9,0,0,0,0,amoebius,rootAt
0,0.75,7,5,5,0,15,0,0,11,4,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,4,0,1,2,0,0,0,0,28,1,0,0,0,0,0,0,0,1,0,0,1,0,39,3,0,1,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,2,0,0,0,0,amoebius,subtreeSize
0,0.67,14,10,10,0,19,0,0,0,4,0,3,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,11,0,0,3,0,0,0,0,29,2,0,0,0,0,0,3,0,2,0,0,1,0,32,3,4,3,0,0,0,0,0,2,0,1,0,2,0,0,0,0,0,4,0,0,0,1,amoebius,canReachFrom
0,0.67,3,3,3,0,12,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,9,0,0,1,0,0,0,0,19,1,0,0,0,0,0,2,0,1,0,0,1,0,24,1,2,2,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,amoebius,dfs
1,0,30,22,22,0,33,0,65,59,769,68,483,75,87,5,60,148,19,6,129,495,225,428,160,8,271,9,1304,455,20,956,83,446,292,292,3922,430,292,292,117,312,34,65,125,40,16,10,777,194,3457,731,80,544,292,292,83,19,159,171,12,3093,1,559,21,1749,487,769,117,613,248,177,220,6,amoebius,f
1,0.91,148,59,59,0,52,0,1,0,22,0,5,5,2,0,2,0,1,0,19,2,54,2,0,1,0,0,78,0,0,12,0,1,1,1,217,20,1,1,0,2,1,6,0,15,0,0,7,1,189,23,7,21,1,1,3,0,2,15,0,16,0,3,7,1,0,3,0,19,0,3,6,0,amoebius,main
0,0.67,3,3,3,0,13,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,9,0,0,1,0,0,0,0,19,1,0,0,0,0,0,2,0,1,0,0,1,0,24,1,2,2,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,amoebius,reachDFS
1,0.93,166,52,52,0,35,0,1,0,21,0,3,6,2,0,2,0,1,0,13,2,25,2,0,0,0,0,41,0,2,17,0,1,1,1,120,19,1,1,0,2,1,4,0,8,0,0,7,1,119,22,3,13,1,1,3,0,2,9,0,16,0,2,3,1,0,3,0,11,0,3,6,0,amoebius,main
1,1,3,3,3,0,11,0,13,6,25,0,3,0,7,0,0,0,3,0,3,24,0,14,2,0,9,0,14,0,0,13,0,0,8,8,45,3,8,8,0,11,0,1,17,0,0,0,7,6,59,15,2,9,8,8,0,0,12,1,0,29,0,6,0,2,3,19,0,6,0,0,0,1,amoebius,count
1,0.67,32,18,18,0,20,0,5,2,19,0,1,13,11,0,3,0,4,0,7,28,5,9,3,3,15,0,22,0,0,35,0,4,4,4,63,6,4,4,5,8,4,7,1,2,0,0,7,0,88,13,7,17,4,4,0,0,7,3,0,38,0,21,5,3,1,2,0,9,1,0,0,0,amoebius,go
1,0.67,18,11,11,0,15,0,1,0,5,0,0,2,2,0,2,0,1,0,1,2,9,2,0,0,0,0,13,0,2,7,0,1,1,1,38,2,1,1,0,2,1,0,0,1,0,0,7,1,27,6,0,1,1,1,3,0,2,2,0,16,0,2,2,1,0,3,0,1,0,3,6,0,amoebius,main
1,1,1,1,1,0,9,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,6,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,amoebius,legit
1,0.53,111,37,37,0,46,0,1,16,22,0,3,3,2,0,2,0,1,0,9,2,13,2,0,6,0,0,26,0,0,15,0,1,1,1,122,14,1,1,0,2,1,3,0,8,0,0,7,1,106,14,9,14,1,1,3,0,2,11,0,16,0,2,2,1,0,3,0,10,0,3,6,1,amoebius,main
1,1,110,43,43,0,39,0,1,10,35,0,2,2,2,0,2,0,1,0,1,2,14,2,0,0,0,0,22,0,0,14,0,1,1,1,103,10,1,1,0,2,1,0,0,7,0,0,7,1,96,19,0,1,1,1,3,0,2,6,0,16,0,3,7,1,0,3,0,7,0,3,6,0,amthabet,main
1,1,44,24,24,0,41,0,1,0,9,0,0,2,2,0,2,0,1,0,3,2,9,2,0,0,0,0,18,0,2,8,0,1,1,1,52,6,1,1,0,2,1,0,0,2,0,0,7,1,50,7,0,3,1,1,3,0,2,3,0,16,0,3,6,1,0,3,0,1,0,3,6,0,amthabet,main
1,0.75,65,33,33,0,41,0,1,12,11,0,0,4,2,0,2,0,1,0,3,2,16,2,0,0,0,0,28,0,0,10,0,1,1,1,87,9,1,1,0,2,1,2,0,5,0,0,7,1,91,21,3,3,1,1,3,0,2,2,0,16,0,3,8,1,0,3,0,7,0,3,6,0,amthabet,main
1,1,20,8,8,0,12,0,0,0,7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,12,1,0,0,0,0,0,0,0,1,0,0,1,0,11,5,0,0,0,0,0,0,0,4,0,2,0,1,0,0,0,0,0,2,0,0,0,0,amthabet,flip
