empty_lines,non_empty_lines,average_line_length,line_length_deviation,words,unique_words,chars,tabulators,spaces,tab_indents,space_indents,prefers_tabs_over_spaces,whitespace_to_character_ratio,comments,comment_readability,one_line_to_all_comments,multi_line_to_all_comments,inline_to_all_comments,unindented_comments_to_all,preprocessor_directives,define_name_readability,using_stl_libraries,all_keywords,if_keywords,else_keywords,for_keywords,while_keywords,switch_keywords,do_keywords,variable_name_readability,custom_types,custom_type_name_readability,functions,function_name_readability,function_average_length,function_length_deviation,function_block_braces,nesting_depth,average_parameter_count,parameter_count_deviation,commands,average_commands_per_line,ternary_operations,negation_operator,uses_united_declarations,uses_range_based_for,creation_order,author
0.17,0.83,18.65,15.65,320,80,1529,0,295,0,0.72,0,0.19,3,1.00,1.00,0,0,0.67,1,0,1,16,3,0,12,1,0,0,0,1,0,2,1.00,13.50,2.50,1,9,2.50,0.50,62,0.93,0,0,1,0,0,ahri
0.27,0.73,19.36,17.54,385,92,1897,0,403,0,0.92,0,0.21,0,0,0,0,0,0,1,0,1,24,8,0,15,1,0,0,0,1,0,1,1.00,12.00,0.00,1,9,0.00,0.00,73,1.03,0,1,1,0,0,ahri
0.15,0.85,18.36,15.06,383,94,1946,0,409,0,0.79,0,0.21,1,1.00,1.00,0,0,1.00,1,0,1,24,10,2,10,2,0,0,0,1,0,1,1.00,31.00,0.00,1,9,0.00,0.00,72,0.81,0,0,1,0,0,ahri
0.19,0.81,20.33,16.84,267,83,1403,0,232,0,0.65,0,0.17,1,0.80,1.00,0,0,1.00,1,0,1,12,1,0,10,1,0,0,0,1,0,1,1.00,16.00,0.00,1,9,0.00,0.00,50,0.91,0,0,1,0,0,ahri
0.12,0.88,19.04,14.88,464,98,2152,0,428,0,0.72,0,0.20,3,1.00,1.00,0,0,1.00,1,0,1,19,4,1,13,1,0,0,0,1,0,3,0.33,18.67,10.44,1,9,1.00,1.33,82,0.84,1,0,1,1,0,ahri
0.19,0.81,18.53,15.45,375,87,1853,0,353,0,0.76,0,0.19,5,0.92,1.00,0,0,1.00,1,0,1,13,2,0,10,1,0,0,0,1,0,2,1.00,21.50,0.50,1,9,1.00,1.00,69,0.86,0,0,1,0,0,ahri
0.20,0.80,17.05,14.36,308,91,1466,0,254,0,0.74,0,0.17,0,0,0,0,0,0,1,0,1,15,1,0,13,1,0,0,0,1,0,2,0.50,16.00,10.00,1,9,0.50,0.50,57,0.84,1,0,1,1,0,ahri
0.21,0.79,17.88,15.81,365,98,1860,0,342,0,0.80,0,0.18,3,1.00,1.00,0,0,1.00,1,0,1,19,5,1,12,1,0,0,0,1,0,3,0.33,14.67,3.11,1,9,1.67,1.11,68,0.84,0,0,0,0,0,ahri
0.05,0.95,15.95,15.67,483,89,2089,0,1547,0,0.77,0,0.74,2,1.00,1.00,0,0,0,1,0,1,21,13,2,6,0,0,0,0,1,0,2,0.50,13.00,10.00,1,4,3.00,1.00,74,0.60,1,0,1,0,0,ahxun2006
0.04,0.96,17.54,11.64,224,106,1210,0,380,0,0.48,0,0.31,16,0.83,0.06,0.88,0.06,0,1,0,1,8,3,0,5,0,0,0,0,1,0,0,0,0,0,3,4,0,0,32,0.49,0,0,0,0,0,ahxun2006
0.02,0.98,14.61,11.00,163,66,906,0,492,0,0.58,0,0.54,0,0,0,0,0,0,1,0,1,7,2,0,3,2,0,0,0,1,0,0,0,0,0,3,3,0,0,29,0.48,0,0,1,1,0,ahxun2006
0.05,0.95,17.18,15.56,203,61,1048,0,679,0,0.58,0,0.65,0,0,0,0,0,0,1,0,1,14,4,1,9,0,0,0,0,1,0,0,0,0,0,3,5,0,0,34,0.60,0,0,1,0,0,ahxun2006
0.02,0.98,14.54,13.82,247,68,1352,0,1033,0,0.69,0,0.76,3,1.00,1.00,0,0,0,1,0,1,18,9,3,6,0,0,0,0,1,0,0,0,0,0,3,5,0,0,48,0.53,0,0,1,0,0,ahxun2006
0.03,0.97,19.12,14.40,279,61,1491,0,703,0,0.64,0,0.47,25,0.92,0.04,0.92,0.04,0,1,0,1,9,0,0,9,0,0,0,0,1,0,0,0,0,0,3,4,0,0,55,0.73,0,0,1,0,0,ahxun2006
0.04,0.96,16.31,10.95,244,67,1256,0,528,0,0.58,0,0.42,2,1.00,1.00,0,0,0,1,0,1,12,5,1,5,1,0,0,0,1,0,1,1.00,22.00,0.00,1,3,2.00,0.00,41,0.56,0,0,1,0,0,ahxun2006
0.04,0.96,15.03,10.38,211,75,1202,0,547,0,0.59,0,0.46,2,1.00,1.00,0,0,0,1,0,1,12,5,1,5,1,0,0,0,1,0,1,0.00,12.00,0.00,1,3,2.00,0.00,42,0.55,1,0,1,0,0,ahxun2006
0.02,0.98,16.79,10.07,178,64,1041,0,427,0,0.52,0,0.41,2,1.00,1.00,0,0,0,1,0,1,8,2,1,5,0,0,0,0,1,0,0,0,0,0,3,3,0,0,33,0.55,0,0,1,0,0,ahxun2006
0.24,0.76,11.29,13.89,63,29,384,0,184,0,0.96,0,0.48,3,0.60,1.00,0,0,1.00,1,0,0,5,2,1,2,0,0,0,0,1,0,0,0,0,0,3,4,0,0,16,0.64,0,0,0,0,0,Ahyangyi
0.23,0.77,6.88,12.71,90,22,358,0,426,0,1.18,0,1.19,0,0,0,0,0,0,1,0,0,13,6,5,2,0,0,0,0,1,0,0,0,0,0,3,3,0,0,23,0.59,0,0,1,0,0,Ahyangyi
0.20,0.80,10.69,13.50,114,31,481,0,252,0,0.89,0,0.52,0,0,0,0,0,0,1,0,1,6,1,0,5,0,0,0,0,1,0,0,0,0,0,3,3,0,0,28,0.80,0,0,1,0,0,Ahyangyi
0.15,0.85,11.14,14.86,214,45,1036,0,695,0,0.85,0,0.67,10,1.00,0.10,0.90,0,0.10,1,0,1,11,2,1,7,1,0,0,0,1,0,1,1.00,50.00,0.00,2,4,0.00,0.00,47,0.60,1,0,1,1,0,Ahyangyi
0.13,0.87,12.26,16.68,323,49,1496,0,1287,0,0.96,0,0.86,4,0.82,1.00,0,0,1.00,1,0,1,25,11,1,12,0,1,0,0,1,0,2,0.50,49.00,33.00,2,5,0.50,0.50,76,0.72,0,0,1,0,0,Ahyangyi
0.15,0.85,12.99,16.49,707,62,3300,0,2399,0,0.96,0,0.73,5,0.82,1.00,0,0,1.00,1,0,1,44,33,1,10,0,0,0,0,1,0,9,0.22,13.33,9.26,2,5,2.56,0.74,117,0.54,1,0,1,0,0,Ahyangyi
0.17,0.83,8.38,16.12,122,30,503,0,701,0,1.06,0,1.39,3,1.00,0.00,1.00,0,0,1,0,0,11,3,1,6,1,0,0,0,1,0,0,0,0,0,3,3,0,0,33,0.67,0,0,1,0,0,Ahyangyi
0.13,0.87,8.64,13.30,141,37,657,0,731,0,0.98,0,1.11,0,0,0,0,0,0,1,0,1,13,6,1,6,0,0,0,0,1,0,0,0,0,0,3,3,0,0,42,0.65,0,0,1,0,0,Ahyangyi
0.19,0.81,12.74,16.26,333,64,1440,0,1000,0,1.03,0,0.69,2,1.00,1.00,0,0,0,1,0,1,24,16,1,5,1,0,1,0,1,0,2,1.00,14.50,6.50,2,6,4.00,1.00,50,0.55,0,0,1,0,0,Ahyangyi
0.17,0.83,14.27,12.74,249,58,1256,0,498,0,0.93,0,0.40,2,0.86,1.00,0,0,0,1,0,1,14,3,2,9,0,0,0,0,1,0,3,0.33,12.00,4.00,1,4,0.00,0.00,60,0.83,0,0,1,0,0,aibaiche
0.14,0.86,16.79,18.08,394,57,1763,0,1248,0,1.03,0,0.71,6,0.89,1.00,0,0,0,1,0,0,48,19,16,13,0,0,0,0,1,0,1,1.00,69.00,0.00,1,5,0.00,0.00,72,0.81,0,0,1,0,0,aibaiche
0.16,0.84,12.16,11.32,101,53,523,0,288,0,0.91,0,0.55,16,0.91,0.00,0.88,0.12,0,1,0,0,4,1,1,1,1,0,0,0,1,0,0,0,0,0,3,3,0,0,23,0.66,0,0,1,0,0,aibaiche
0.20,0.80,14.09,13.43,152,48,789,0,368,0,1.02,0,0.47,0,0,0,0,0,0,1,0,0,13,4,2,7,0,0,0,0,1,0,0,0,0,0,3,5,0,0,35,0.80,0,0,1,0,0,aibaiche
0.12,0.88,13.39,10.55,432,95,2103,0,761,0,0.78,0,0.36,34,0.88,0.15,0.82,0.03,0,1,0,1,31,21,6,4,0,0,0,0,1,0,8,0.50,7.88,3.81,1,4,1.25,0.56,78,0.57,1,0,1,0,0,aibaiche
0.15,0.85,12.74,9.29,167,64,841,0,210,0,0.58,0,0.25,1,0.83,1.00,0,0,0,1,0,1,5,1,0,4,0,0,0,0,1,0,2,0.00,3.00,0.00,1,3,2.00,0.00,25,0.45,1,0,1,0,0,aibaiche
0.16,0.84,14.53,11.66,371,96,1875,0,817,0,0.82,0,0.44,14,0.88,1.00,0,0,0.07,1,0,1,14,7,3,3,1,0,0,0,1,0,0,0,0,0,3,5,0,0,72,0.67,1,0,1,0,0,aibaiche
0.18,0.82,16.31,12.30,474,104,2348,0,693,0,0.85,0,0.30,68,0.95,0.22,0.75,0.03,0.01,1,0,1,31,19,3,9,0,0,0,0,1,0,0,0,0,0,3,5,0,0,87,0.74,1,4,1,0,0,aibaiche
0.17,0.83,12.21,9.44,288,91,1404,0,350,0,0.73,0,0.25,1,1.00,1.00,0,0,0,1,0,1,16,4,2,5,5,0,0,0,1,0,3,0.67,10.33,4.44,1,5,0.67,0.89,57,0.60,1,0,1,0,0,aibaiche
0.00,1.00,22.65,14.80,223,88,1042,0,261,0,0.76,0,0.25,4,1.00,1.00,0,0,0,1,0,0,15,6,1,8,0,0,0,0,1,0,0,0,0,0,3,4,0,0,47,1.04,0,0,1,0,0,AIQINGXING
0.08,0.92,11.07,11.22,176,50,808,0,451,0,0.83,0,0.56,64,0.88,0.05,0.89,0.06,0,1,0,0,12,7,0,5,0,0,0,0,1,0,2,0.50,19.00,7.00,2,3,1.50,0.50,44,0.67,0,0,1,0,0,AIQINGXING
0.00,1.00,15.31,12.21,143,45,689,0,277,0,0.73,0,0.40,39,0.86,0.13,0.82,0.05,0.03,1,0,0,12,6,1,4,1,0,0,0,1,0,0,0,0,0,3,3,0,0,34,0.77,0,0,1,0,0,AIQINGXING
0.00,1.00,14.95,13.88,192,58,987,0,638,0,0.72,0,0.65,0,0,0,0,0,0,1,0,1,17,7,0,7,3,0,0,0,1,0,0,0,0,0,3,4,0,0,55,0.85,0,0,1,0,0,AIQINGXING
0.00,1.00,13.44,13.12,193,58,914,0,667,0,0.75,0,0.73,0,0,0,0,0,0,1,0,1,19,11,3,3,2,0,0,0,1,0,1,0.00,7.00,0.00,2,3,2.00,0.00,48,0.72,0,0,1,0,0,AIQINGXING
0.29,0.71,11.12,9.52,118,42,578,0,391,0,1.06,0,0.68,28,0.94,0.07,0.86,0.07,0,1,0,0,3,0,0,2,1,0,0,0,1,0,0,0,0,0,3,4,0,0,27,0.75,0,0,1,0,0,AIQINGXING
0.02,0.98,13.51,13.15,126,47,608,0,365,0,0.70,0,0.60,0,0,0,0,0,0,1,0,1,9,3,1,4,1,0,0,0,1,0,0,0,0,0,3,3,0,0,34,0.79,0,0,1,0,0,AIQINGXING
0.05,0.95,12.01,13.69,192,56,937,0,819,0,0.85,0,0.87,0,0,0,0,0,0,1,0,1,19,8,1,8,2,0,0,0,1,0,0,0,0,0,3,3,0,0,60,0.82,0,0,1,0,0,AIQINGXING
0.07,0.93,14.69,13.50,468,65,1969,0,982,0,0.80,0,0.50,0,0,0,0,0,0,1,0,1,31,18,2,9,2,0,0,0,1,0,5,0.80,15.80,8.16,2,5,2.60,2.08,92,0.75,0,0,1,0,0,AIQINGXING
0.02,0.98,11.07,8.70,126,35,609,104,108,43,0.83,1,0.35,0,0,0,0,0,0,1,0,1,10,2,2,5,1,0,0,0,1,0,0,0,0,0,3,4,0,0,38,0.72,0,0,1,0,0,airsplay
0.02,0.98,11.78,9.87,379,46,2155,383,400,158,0.92,1,0.36,0,0,0,0,0,0,1,0,0,57,22,18,17,0,0,0,0,1,0,5,0.20,23.00,16.40,1,2,0.60,0.96,116,0.65,0,0,1,0,0,airsplay
0.07,0.93,13.83,9.67,74,31,401,35,74,18,0.77,1,0.27,0,0,0,0,0,0,1,0,1,3,1,0,2,0,0,0,0,1,0,0,0,0,0,3,2,0,0,19,0.73,0,0,1,0,0,airsplay
0.02,0.98,13.39,10.05,126,37,616,81,131,35,0.82,1,0.34,0,0,0,0,0,0,1,0,0,13,3,2,8,0,0,0,0,1,0,0,0,0,0,3,4,0,0,39,0.89,0,0,1,0,0,airsplay
0.05,0.95,12.84,10.88,244,55,1233,254,242,70,0.83,1,0.40,9,1.00,1.00,0,0,1.00,1,0,1,21,6,3,11,1,0,0,0,1,0,0,0,0,0,3,3,0,0,69,0.77,0,0,1,0,0,airsplay
0.06,0.94,12.20,9.44,78,29,427,45,75,23,0.78,1,0.28,1,1.00,1.00,0,0,1.00,1,0,0,5,2,1,2,0,0,0,0,1,0,0,0,0,0,3,3,0,0,24,0.75,0,0,0,0,0,airsplay
0.05,0.95,14.24,11.14,238,44,1182,148,228,51,0.71,1,0.32,13,0.92,1.00,0,0,1.00,1,0,1,17,6,3,8,0,0,0,0,1,0,1,0.00,31.00,0.00,1,4,2.00,0.00,61,0.78,0,0,1,0,0,airsplay
0.24,0.76,11.53,11.37,31,18,196,8,26,7,0.92,1,0.17,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,3,2,0,0,8,0.67,0,0,0,0,0,airsplay
0.13,0.87,10.77,10.09,94,29,420,49,85,25,0.91,1,0.32,0,0,0,0,0,0,1,0,0,6,1,0,5,0,0,0,0,1,0,1,1.00,5.00,0.00,1,3,1.00,0.00,25,0.76,0,0,0,0,0,airsplay
0.07,0.93,10.44,7.12,144,52,616,41,130,32,0.89,1,0.28,0,0,0,0,0,0,1,0,0,3,1,0,2,0,0,0,0,1,0,1,1.00,29.00,0.00,2,4,0.00,0.00,45,0.83,0,0,0,0,0,Aiz
0.06,0.94,10.00,10.74,76,30,320,40,113,14,0.90,1,0.48,0,0,0,0,0,0,1,0,0,5,1,0,4,0,0,0,0,1,0,0,0,0,0,3,2,0,0,23,0.79,0,0,1,0,0,Aiz
0.07,0.93,10.53,10.52,68,31,316,32,104,12,0.89,1,0.43,0,0,0,0,0,0,1,0,0,5,2,1,2,0,0,0,0,1,0,0,0,0,0,3,2,0,0,19,0.70,0,0,1,0,0,Aiz
0.04,0.96,8.91,8.91,132,38,624,153,163,47,0.91,1,0.51,0,0,0,0,0,0,1,0,1,12,6,1,4,1,0,0,0,1,0,0,0,0,0,3,3,0,0,40,0.61,0,0,1,0,0,Aiz
0.09,0.91,11.15,10.50,81,33,379,32,110,14,0.90,1,0.37,0,0,0,0,0,0,1,0,1,3,1,0,2,0,0,0,0,1,0,0,0,0,0,3,2,0,0,24,0.80,0,0,1,0,0,Aiz
0.09,0.91,10.11,10.49,105,33,445,40,117,19,0.85,1,0.35,0,0,0,0,0,0,1,0,1,5,1,0,4,0,0,0,0,1,0,1,0.00,6.00,0.00,2,4,2.00,0.00,26,0.67,0,0,1,0,0,Aiz
0.04,0.96,12.94,11.45,371,60,1876,268,388,111,0.92,1,0.35,0,0,0,0,0,0,1,0,1,22,13,3,5,1,0,0,0,1,0,3,0.67,32.33,28.44,2,4,1.33,0.44,88,0.64,0,0,1,0,0,Aiz
0.04,0.96,12.94,11.45,371,60,1876,268,388,111,0.92,1,0.35,0,0,0,0,0,0,1,0,1,22,13,3,5,1,0,0,0,1,0,3,0.67,32.33,28.44,2,4,1.33,0.44,88,0.64,0,0,1,0,0,Aiz
0.07,0.93,11.71,11.60,106,34,480,49,133,20,0.89,1,0.38,0,0,0,0,0,0,1,0,0,6,2,0,4,0,0,0,0,1,0,0,0,0,0,3,4,0,0,29,0.78,1,0,1,0,0,Aiz
0.06,0.94,13.71,10.94,216,54,1124,128,156,63,0.89,1,0.25,0,0,0,0,0,0,1,0,1,10,3,0,6,1,0,0,0,1,0,3,0.67,13.33,6.89,1,3,1.67,1.11,56,0.74,0,0,0,0,0,AizukiKoh
0.11,0.89,14.30,13.11,125,46,629,37,129,26,0.82,1,0.26,23,0.96,0.00,0.78,0.22,0,1,0,1,5,2,2,1,0,0,0,0,1,0,3,0.67,4.33,1.78,1,4,2.67,0.89,21,0.55,0,0,0,0,0,AizukiKoh
0.14,0.86,12.81,11.44,193,57,1025,93,171,54,0.96,1,0.26,0,0,0,0,0,0,1,0,0,8,3,0,4,0,1,0,0,1,0,3,0.00,12.00,3.33,1,3,2.33,1.56,45,0.66,0,0,1,0,0,AizukiKoh
0.14,0.86,12.83,12.10,310,69,1616,153,230,86,0.97,1,0.24,73,0.98,0.01,0.97,0.01,0,1,0,1,16,5,1,8,2,0,0,0,1,0,6,0.33,12.67,5.22,1,3,1.83,0.56,72,0.67,0,0,0,0,0,AizukiKoh
0.14,0.86,10.00,10.22,81,35,370,54,92,23,0.90,1,0.39,0,0,0,0,0,0,1,0,1,6,2,1,3,0,0,0,0,1,0,1,0.00,3.00,0.00,1,3,2.00,0.00,19,0.61,0,0,1,0,0,AizukiKoh
0.06,0.94,14.06,11.94,295,61,1547,168,236,87,0.92,1,0.26,0,0,0,0,0,0,1,0,1,21,9,3,8,1,0,0,0,1,0,4,0.75,19.25,12.25,1,5,1.25,0.38,67,0.66,0,0,0,0,0,AizukiKoh
0.11,0.89,10.36,9.89,123,30,570,72,175,40,0.96,1,0.43,47,0.96,0.00,0.98,0.02,0,1,0,0,23,11,11,1,0,0,0,0,1,0,2,1.00,17.00,14.00,1,3,2.50,0.50,24,0.50,0,0,1,0,0,AizukiKoh
0.10,0.90,9.25,9.11,143,39,657,108,121,55,0.98,1,0.35,16,1.00,0.00,1.00,0,0,1,0,0,14,6,3,4,1,0,0,0,1,0,2,1.00,13.00,5.00,1,2,2.00,0.00,35,0.56,0,0,1,0,0,AizukiKoh
0.10,0.90,10.38,8.44,106,42,519,68,61,35,0.91,1,0.25,0,0,0,0,0,0,1,0,1,6,2,1,2,1,0,0,0,1,0,2,1.00,12.00,9.00,1,3,2.00,0.00,29,0.66,0,0,1,0,0,AizukiKoh
0.06,0.94,11.87,9.05,279,70,1341,214,150,81,0.84,1,0.27,0,0,0,0,0,0,1,0,1,20,9,1,10,0,0,0,0,1,0,2,0.00,31.50,3.50,1,3,2.00,0.00,65,0.62,0,6,0,0,0,AK93
0.08,0.92,12.12,9.82,358,86,1818,312,237,110,0.90,1,0.30,0,0,0,0,0,0,1,0,1,31,14,5,9,3,0,0,0,1,0,2,1.00,29.50,13.50,1,4,0.00,0.00,82,0.60,0,2,1,0,0,AK93
0.08,0.92,13.16,7.70,115,61,645,49,84,23,0.64,1,0.21,0,0,0,0,0,0,1,0,1,3,1,0,1,1,0,0,0,1,0,0,0,0,0,3,2,0,0,25,0.57,0,0,1,0,0,AK93
0.05,0.95,12.14,8.32,145,62,801,118,84,41,0.73,1,0.25,0,0,0,0,0,0,1,0,1,12,5,2,5,0,0,0,0,1,0,0,0,0,0,3,3,0,0,35,0.56,0,0,0,0,0,AK93
0.12,0.88,12.24,7.99,92,47,514,39,46,19,0.67,1,0.17,0,0,0,0,0,0,1,0,1,4,1,0,3,0,0,0,0,1,0,0,0,0,0,3,3,0,0,20,0.56,0,0,1,0,0,AK93
0.14,0.86,12.33,9.29,338,88,1627,237,152,92,0.94,1,0.24,1,0.60,1.00,0,0,0,1,0,1,19,11,0,8,0,0,0,0,1,0,2,0.00,30.50,22.50,1,3,2.50,1.50,78,0.69,0,3,1,0,0,AK93
0.06,0.94,12.45,8.52,302,73,1506,196,148,89,0.85,1,0.23,0,0,0,0,0,0,1,0,1,23,10,3,10,0,0,0,0,1,0,2,0.50,27.00,10.00,1,3,1.50,0.50,76,0.67,0,1,0,0,0,AK93
0.08,0.92,12.50,9.48,259,68,1325,184,191,74,0.84,1,0.28,1,0.60,1.00,0,0,0,1,0,1,20,12,3,5,0,0,0,0,1,0,2,0.50,8.50,5.50,1,3,1.50,0.50,54,0.56,0,0,1,0,0,AK93
0.10,0.90,12.43,8.71,180,70,957,90,85,47,0.81,1,0.18,0,0,0,0,0,0,1,0,1,11,4,1,5,1,0,0,0,1,0,1,1.00,21.00,0.00,1,4,1.00,0.00,42,0.62,0,1,0,0,0,AK93
0.14,0.86,16.06,14.93,110,61,562,0,180,0,0.66,0,0.32,5,1.00,0.00,1.00,0,0,1,0,1,3,1,0,2,0,0,0,0,1,0,0,0,0,0,3,4,0,0,17,0.59,0,0,0,0,0,Akai
0.09,0.91,13.38,20.35,153,50,736,5,828,5,0.80,1,1.13,5,1.00,0.00,1.00,0,0,1,0,1,13,8,2,3,0,0,0,0,1,0,0,0,0,0,3,4,0,0,29,0.59,0,0,1,0,0,Akai
0.11,0.89,16.79,16.47,207,51,957,0,482,0,0.78,0,0.50,7,0.91,0.29,0.71,0,0,1,0,1,19,9,0,10,0,0,0,0,1,0,1,1.00,21.00,0.00,1,4,0.00,0.00,54,1.08,0,0,1,0,0,Akai
0.09,0.91,15.34,13.83,102,43,537,0,216,0,0.65,0,0.40,5,1.00,0.00,1.00,0,0,1,0,1,3,0,0,3,0,0,0,0,1,0,0,0,0,0,3,6,0,0,19,0.61,0,0,1,0,0,Akai
0.10,0.90,15.92,18.22,251,54,1146,0,846,0,0.84,0,0.74,5,1.00,0.00,1.00,0,0,1,0,1,18,10,0,8,0,0,0,0,1,0,1,1.00,5.00,0.00,1,7,4.00,0.00,46,0.72,0,0,1,0,0,Akai
0.08,0.92,15.72,15.25,158,57,833,0,444,0,0.77,0,0.53,5,1.00,0.00,1.00,0,0,1,0,1,11,6,0,5,0,0,0,0,1,0,1,0.00,9.00,0.00,1,5,1.00,0.00,36,0.75,0,0,1,0,0,Akai
0.08,0.92,13.77,13.57,152,53,730,0,404,0,0.71,0,0.55,5,1.00,0.00,1.00,0,0,1,0,1,5,0,0,5,0,0,0,0,1,0,1,0.00,3.00,0.00,1,5,2.00,0.00,32,0.67,0,0,1,0,0,Akai
0.06,0.94,17.51,17.89,252,60,1138,0,645,0,0.68,0,0.57,11,0.95,0.55,0.45,0,0.09,1,0,1,15,6,0,8,1,0,0,0,1,0,2,0.00,9.00,6.00,1,5,1.00,1.00,47,0.78,0,0,1,0,0,Akai
0.12,0.88,14.13,14.42,155,56,735,0,408,0,0.73,0,0.56,5,1.00,0.00,1.00,0,0,1,0,1,10,4,1,4,1,0,0,0,1,0,1,1.00,3.00,0.00,1,4,2.00,0.00,29,0.64,0,0,1,0,0,Akai
0.13,0.87,15.61,13.77,248,74,1296,132,168,56,0.94,1,0.23,0,0,0,0,0,0,1,0,1,10,3,1,6,0,0,0,0,1,0,0,0,0,0,3,3,0,0,48,0.68,0,0,0,0,0,akashin
0.14,0.86,17.36,13.17,136,61,764,28,99,23,0.78,1,0.17,0,0,0,0,0,0,1,0,1,2,0,0,2,0,0,0,0,1,0,1,0.00,17.00,0.00,1,3,0.00,0.00,25,0.68,0,0,1,0,0,akashin
0.15,0.85,16.65,13.82,169,62,1032,63,97,38,0.96,1,0.16,0,0,0,0,0,0,1,0,1,6,2,0,4,0,0,0,0,1,0,1,0.00,27.00,0.00,1,4,0.00,0.00,35,0.67,0,0,0,0,0,akashin
0.18,0.82,14.09,13.36,147,62,775,54,111,29,0.89,1,0.21,0,0,0,0,0,0,1,0,1,4,1,0,3,0,0,0,0,1,0,0,0,0,0,3,3,0,0,26,0.59,0,0,1,0,0,akashin
0.13,0.87,14.97,13.22,432,94,2260,278,286,113,1.02,1,0.25,2,1.00,1.00,0,0,1.00,1,0,1,18,7,0,10,1,0,0,0,1,0,0,0,0,0,3,4,0,0,85,0.65,0,0,1,1,0,akashin
0.17,0.83,16.65,16.18,290,82,1565,164,214,62,1.01,1,0.24,0,0,0,0,0,0,1,0,1,13,4,1,8,0,0,0,0,1,0,0,0,0,0,3,4,0,0,53,0.69,0,0,0,0,0,akashin
0.18,0.82,13.14,13.18,777,120,3640,278,751,120,1.00,1,0.28,15,0.96,1.00,0,0,0.13,1,0,1,30,13,0,14,3,0,0,0,1,0,4,0.25,18.00,9.50,2,5,1.75,0.75,140,0.62,0,0,1,0,0,akashin
0.14,0.86,17.38,15.00,347,81,2016,171,229,80,0.97,1,0.20,8,1.00,1.00,0,0,0.25,1,0,1,11,4,0,7,0,0,0,0,1,0,0,0,0,0,3,3,0,0,65,0.66,0,0,1,0,0,akashin
0.16,0.84,13.49,12.20,189,65,944,85,144,38,0.84,1,0.24,4,1.00,1.00,0,0,1.00,1,0,1,7,2,0,5,0,0,0,0,1,0,0,0,0,0,3,3,0,0,39,0.67,0,0,0,0,0,akashin
0.00,1.00,10.23,7.48,128,36,542,57,24,39,0.75,1,0.15,0,0,0,0,0,0,1,0,1,9,2,0,3,4,0,0,0,1,0,2,0.50,19.00,15.00,2,3,1.00,1.00,34,0.65,0,0,1,0,0,akat
0.00,1.00,11.36,8.38,286,43,1204,134,39,80,0.76,1,0.14,0,0,0,0,0,0,1,0,0,31,12,3,15,1,0,0,0,1,0,5,0.60,17.60,11.36,2,6,1.20,0.96,78,0.74,0,1,1,0,0,akat
0.00,1.00,10.46,7.90,63,28,272,20,10,16,0.64,1,0.11,0,0,0,0,0,0,1,0,0,2,0,0,1,1,0,0,0,1,0,1,1.00,12.00,0.00,2,3,0.00,0.00,14,0.56,0,0,1,0,0,akat
0.00,1.00,10.18,7.67,99,27,448,59,12,35,0.81,1,0.16,0,0,0,0,0,0,1,0,0,14,5,2,7,0,0,0,0,1,0,1,1.00,31.00,0.00,2,3,0.00,0.00,32,0.74,0,0,1,0,0,akat
0.00,1.00,9.95,7.21,53,23,219,18,9,13,0.62,1,0.12,0,0,0,0,0,0,1,0,0,4,1,0,3,0,0,0,0,1,0,1,1.00,9.00,0.00,2,3,0.00,0.00,15,0.71,0,0,1,0,0,akat
0.00,1.00,11.10,7.10,161,44,688,84,15,47,0.77,1,0.14,0,0,0,0,0,0,1,0,1,15,3,0,8,3,0,1,0,1,0,1,1.00,43.00,0.00,2,4,0.00,0.00,44,0.72,0,2,1,0,0,akat
0.00,1.00,11.64,7.59,165,44,710,87,11,47,0.78,1,0.14,0,0,0,0,0,0,1,0,1,10,3,0,7,0,0,0,0,1,0,1,1.00,43.00,0.00,2,4,0.00,0.00,43,0.72,0,0,1,0,0,akat
0.00,1.00,9.76,7.06,138,28,576,87,9,49,0.84,1,0.17,0,0,0,0,0,0,1,0,0,11,3,0,8,0,0,0,0,1,0,1,1.00,45.00,0.00,2,3,0.00,0.00,42,0.72,0,0,1,0,0,akat
0.00,1.00,7.72,5.78,69,27,301,48,8,29,0.76,1,0.19,0,0,0,0,0,0,1,0,1,5,1,1,2,1,0,0,0,1,0,1,1.00,25.00,0.00,2,3,0.00,0.00,21,0.55,0,0,1,0,0,akat
0.07,0.93,15.40,15.33,451,89,2341,0,1370,0,0.87,0,0.59,13,0.88,0.08,0.77,0.15,0,1,0,1,28,12,2,12,2,0,0,0,1,0,4,0.00,27.25,23.38,1,4,1.50,1.00,78,0.56,1,0,1,0,0,akazakov
0.12,0.88,15.67,13.09,202,70,1081,0,389,0,0.72,0,0.36,32,0.91,0.00,0.91,0.09,0,1,0,1,6,1,1,3,1,0,0,0,1,0,2,0.00,15.00,7.00,1,3,2.00,2.00,32,0.53,0,0,1,0,0,akazakov
0.11,0.89,14.40,11.98,155,66,1037,0,374,0,0.75,0,0.36,11,0.86,0.00,0.82,0.18,0,1,0,1,7,2,0,4,0,1,0,0,1,0,2,0.00,17.00,5.00,1,3,0.50,0.50,33,0.52,0,0,1,0,0,akazakov
